time,title,source,url,overall_sentiment,overall_score,aapl_relevance,aapl_label,aapl_score
20231206T144551,Why Investors Should Keep An Eye on Small-Cap Stocks,Morningstar,https://www.morningstar.com/markets/increasing-index-concentration-size-premium,Neutral,0.001,0.615851,Neutral,0.001
20231206T000000,Amex CEO talks co-brand partnerships after Apple reports,Payments Dive,https://www.paymentsdive.com/news/amex-ceo-steve-squeri-apple-credit-card-partner-goldman/701656/,Neutral,0.122689,0.752999,Neutral,0.141642
20231130T133400,Who says corporate bonds are dull? Apple’s bonds have seen equity-like returns in the past month,MarketWatch,https://www.marketwatch.com/story/who-says-corporate-bonds-are-dull-apples-bonds-have-seen-equity-like-returns-in-the-past-month-925360c2?gaa_at=eafs&gaa_n=AWEtsqf8Qah9AHp-AaVapdOedC7ubmrtVosR49UmYgZ0ltryfAeOM1g_ZQZR&gaa_ts=69076736&gaa_sig=YGqs4neZRiMoHAeNuHgJ4R0vDNvyIBJQWrS28CLUOgOcb5bCVLp4sKzxxqAy1xa4zqnzsJy7SYAtrqaj7SsSSQ%3D%3D,Bullish,0.481075,0.973315,Bullish,0.489645
20231130T000000,"Amkor to build $2 billion semiconductor testing plant in Peoria. 2,000 jobs promised",azcentral.com and The Arizona Republic,https://www.azcentral.com/story/money/business/tech/2023/11/30/amkor-build-semiconductor-testing-plant-peoria-2000-jobs/71752922007/,Somewhat-Bullish,0.304924,0.726832,Somewhat-Bullish,0.308725
20231130T000000,Apple announces expanded partnership with Amkor for advanced silicon packaging in the U.S.,Apple,https://www.apple.com/newsroom/2023/11/apple-announces-expanded-partnership-with-amkor-for-silicon-packaging/,Somewhat-Bullish,0.230287,0.982574,Bullish,0.438391
20231130T000000,Amkor Announces U.S. Advanced Packaging and Test Facility In Peoria,Arizona Commerce Authority,https://www.azcommerce.com/news-events/news/2023/11/amkor-announces-us-advanced-packaging-and-test-facility-in-peoria/,Bullish,0.475346,0.74856,Bullish,0.438003
20231130T000000, $2 billion semiconductor testing and packaging facility planned for Peoria,Axios,https://www.axios.com/local/phoenix/2023/11/30/amkor-2-billion-semiconductor-facility-peoria,Bullish,0.554396,0.738856,Somewhat-Bullish,0.311277
20231130T000000,AI ETFs see huge performance dispersion in 2023,ETF Stream,https://www.etfstream.com/articles/ai-etfs-see-huge-performance-dispersion-in-2023,Somewhat-Bullish,0.287894,0.731771,Somewhat-Bullish,0.334307
20231127T220900,"Deere must face US farmers' 'right-to-repair' lawsuits, judge rules",Reuters,https://www.reuters.com/legal/litigation/deere-must-face-us-farmers-right-to-repair-lawsuits-judge-rules-2023-11-27/,Neutral,0.001,0.558478,Neutral,0.137322
20231125T054800,Warren Buffett-Led Berkshire Hathaway Sells Its Entire Procter & Gamble Stake. Should You?,The Motley Fool,https://www.fool.com/investing/2023/11/25/buffett-berkshire-sell-procter-gamble-stock/,Neutral,0.083291,0.707451,Neutral,0.122923
20231122T000000,Department of Justice and Apple Reach $25 Million Landmark Agreement,Foley & Lardner LLP,https://www.foley.com/insights/publications/2023/11/doj-apple-25m-agreement/,Neutral,0.001,0.989762,Neutral,0.001
20231121T180600,"Sonos Readies $400-Plus Headphones to Rival Apple and Bose, TV Set-Top Box",Bloomberg.com,https://www.bloomberg.com/news/articles/2023-11-21/sonos-plans-400-500-headphones-tv-set-top-box-video-roam-2-new-sound-bar,Somewhat-Bullish,0.232828,0.724625,Neutral,0.110284
20231121T144953,Gaming Industry Charts a Rebound in 2023,Global X ETFs,https://www.globalxetfs.com/articles/gaming-industry-charts-a-rebound-in-2023/,Bullish,0.422276,0.749993,Somewhat-Bullish,0.33689
20231120T170000,Should You Buy the Invesco QQQ ETF With the Nasdaq At An All-Time High? History Offers a Clear Answer.,MSN,https://www.msn.com/en-us/money/topstocks/should-you-buy-the-invesco-qqq-etf-with-the-nasdaq-at-an-all-time-high-history-offers-a-clear-answer/ar-AA1PQmgK,Bullish,0.496764,0.738297,Bullish,0.432741
20231120T162000,"Venmo, Cash App users sue Apple over peer-to-peer payment fees",Reuters,https://www.reuters.com/legal/transactional/venmo-cash-app-users-sue-apple-over-peer-to-peer-payment-fees-2023-11-20/,Neutral,0.001,0.965859,Neutral,0.001
20231119T134500,Apple’s In-House Technologies Team Still Has Plenty of Work to Do,Bloomberg.com,https://www.bloomberg.com/news/newsletters/2023-11-19/apple-in-house-technologies-team-eyes-making-cameras-screens-modems-batteries-lp5j5h6b,Neutral,0.136791,0.985727,Neutral,0.101706
20231116T000000,Warren Buffet's latest buys and sells,Morningstar,https://www.morningstar.com.au/stocks/warren-buffet-s-latest-buys-and-sells,Somewhat-Bullish,0.214583,0.709522,Neutral,0.037076
20231114T000000,"Spotlight on illegal hiring practices: Apple pays $25M for recruiting, job ad mistakes",HRMorning,https://www.hrmorning.com/news/apple-illegal-hiring-practices/,Neutral,0.001,0.977248,Neutral,0.001
20231113T145614,FAANG Gives Way to the ‘Magnificent Seven’,ETF Trends,https://www.etftrends.com/faang-gives-way-magnificent-seven/,Somewhat-Bullish,0.329772,0.945942,Somewhat-Bullish,0.327801
20231110T184200,Booking.com settles Italian tax dispute with 94-million euro payment,Reuters,https://www.reuters.com/business/retail-consumer/bookingcom-pay-94-million-euros-settle-italian-tax-dispute-2023-11-10/,Neutral,0.001,0.638796,Neutral,0.001
20231109T232200,Apple agrees to $25 million settlement with US over hiring of immigrants,Reuters,https://www.reuters.com/technology/apple-agrees-25-million-settlement-with-us-over-hiring-immigrants-2023-11-09/,Neutral,0.036146,0.318787,Neutral,0.047361
20231107T153300, Why Warren Buffett has done more to educate investors than any other corporate executive,MarketWatch,https://www.marketwatch.com/story/why-warren-buffett-has-done-more-to-educate-investors-than-any-other-corporate-executive-1b5a0ea2?gaa_at=eafs&gaa_n=AWEtsqd5L403WSt2AbOWAbe1AfxsaSv-lpOeAQUcPMKkKU-Yu1n_blujWrJR&gaa_ts=69076a9b&gaa_sig=n9-K9KMA48OZ45TXdu7WyZ-Qnb8Qjh8xNh0UkId8pVvDmlyG0NWPliQ-dBRIBle_D-yqErcMByHkJNuWhfjcBQ%3D%3D,Somewhat-Bullish,0.175807,0.748924,Somewhat-Bullish,0.309684
20231107T153300,Why Warren Buffett has done more to educate investors than any other corporate executive,MarketWatch,https://www.marketwatch.com/story/why-warren-buffett-has-done-more-to-educate-investors-than-any-other-corporate-executive-1b5a0ea2?gaa_at=eafs&gaa_n=AWEtsqfjICocHsPtwt59MT62xJVeP2etdfrG3KZRkMlGcScVtpoi68GGyulz&gaa_ts=69076a97&gaa_sig=aSDM_OG1gdG39z4eGgdJdkEeK9aidq2bvK0q1UHco9xq-q0fM9Gi_Kp0I4sKCKBW9WSah1fCGwCcvKLoSE1bAA%3D%3D,Somewhat-Bullish,0.224415,0.72192,Somewhat-Bullish,0.332849
20231105T152125,On-device AI chips: New battleground for chipmakers,The Korea Economic Daily Global Edition,https://www.kedglobal.com/artificial-intelligence/newsView/ked202311050001,Somewhat-Bullish,0.24727,0.782555,Somewhat-Bullish,0.184435
20231104T110500,'We're Changing the Structure:' GM's Software Boss Steps Down Amid Major Overhaul,Motor1.com,https://www.motor1.com/news/777926/general-motors-software-leadership-changes/,Neutral,0.030195,0.626809,Neutral,0.001
20231102T163200,"Apple now has $162 billion in cash on hand, slightly less than last quarter",CNBC,https://www.cnbc.com/2023/11/02/apple-now-has-162-billion-in-cash-on-hand-less-than-last-quarter.html,Neutral,0.048077,0.986871,Neutral,0.048735
20231101T143012,DarioHealth launches smart blood sugar meter for iPhone 15,MassDevice,https://www.massdevice.com/dariohealth-smart-blood-sugar-meter-iphone-15/,Somewhat-Bullish,0.307014,0.747564,Somewhat-Bullish,0.317799
20231101T090000,MOAT: History May Not Repeat Itself (BATS:MOAT),Seeking Alpha,https://seekingalpha.com/article/4645748-moat-history-may-not-repeat-itself,Somewhat-Bullish,0.338007,0.616405,Bullish,0.440186
20231030T000000,"Apple unveils M3, M3 Pro, and M3 Max, the most advanced chips for a personal computer",Apple,https://www.apple.com/newsroom/2023/10/apple-unveils-m3-m3-pro-and-m3-max-the-most-advanced-chips-for-a-personal-computer/,Bullish,0.403229,0.988213,Bullish,0.443007
20231025T053300,‘Fundamental rethink:’ Investors dump China shares despite new efforts to shore up the economy,CNN,https://www.cnn.com/2023/10/25/economy/china-stock-rout-global-investors-intl-hnk,Neutral,0.077337,0.632621,Neutral,0.142435
20231024T152543,FDA Clears Omnipod 5 App for iPhones,HCPLive,https://www.hcplive.com/view/fda-clears-omnipod-5-app-for-iphones,Somewhat-Bullish,0.305213,0.709119,Somewhat-Bullish,0.224726
20231024T134500,"Nvidia to take on Intel, Qualcomm with Arm-based processors for PC; availability pegged for 2025",The Financial Express,https://www.financialexpress.com/life/technology-nvidia-to-take-on-intel-qualcomm-with-arm-based-processors-for-pc-availability-pegged-for-2025-3285212/,Neutral,0.0719,0.610252,Somewhat-Bullish,0.345887
20231024T062600,"It's Not Just Lithium: Tesla, Rivian, And The Green Revolution Rely On These Precious Metals",Nasdaq,https://www.nasdaq.com/articles/its-not-just-lithium:-tesla-rivian-and-the-green-revolution-rely-on-these-precious-metals,Somewhat-Bullish,0.234009,0.43718,Neutral,0.113265
20231015T120109,Apple Inc. (NASDAQ:AAPL) is largely controlled by institutional shareholders who own 55% of the company,Yahoo Finance,https://finance.yahoo.com/news/apple-inc-nasdaq-aapl-largely-120109823.html,Neutral,0.119563,0.976317,Neutral,0.109199
20231012T201800,"Qualcomm layoffs in 2023: Why 1,258 jobs are being slashed",SiliconANGLE,https://siliconangle.com/2023/10/12/qualcomm-says-will-lay-off-1200-staff-california/,Neutral,0.001,0.73842,Neutral,0.042507
20231002T091400,Dutch regulator rejects Apple’s objections to fines,Reuters,https://www.reuters.com/technology/dutch-regulator-rejects-apples-objections-against-fines-2023-10-02/,Neutral,0.001,0.986113,Neutral,0.001
20230927T203500,Apple is ordered to face Apple Pay antitrust lawsuit,Reuters,https://www.reuters.com/legal/apple-is-ordered-face-apple-pay-antitrust-lawsuit-2023-09-27/,Neutral,0.001,0.985085,Neutral,0.001
20230927T095300,Qualcomm defeats consumers' antitrust claims over chip supply contracts,Reuters,https://www.reuters.com/legal/transactional/qualcomm-defeats-consumers-antitrust-claims-over-chip-supply-contracts-2023-09-27/,Somewhat-Bullish,0.298532,0.735687,Neutral,0.130572
20230926T062000,Should Vanguard Russell 1000 Growth ETF (VONG) Be on Your Investing Radar?,Nasdaq,https://www.nasdaq.com/articles/should-vanguard-russell-1000-growth-etf-vong-be-on-your-investing-radar-9,Somewhat-Bullish,0.33902,0.745061,Somewhat-Bullish,0.333683
20230926T000000,"Buy the Dip in Apple, or Has the Trend Turned Rotten?",ETF Trends,https://www.etftrends.com/leveraged-inverse-channel/buy-the-dip-in-apple-or-trend-turned-rotten/,Neutral,0.117909,0.981918,Neutral,0.001
20230922T000000,Calix taps Jabil as part of $42B+ broadband manufacturing plan,St Pete Catalyst,https://stpetecatalyst.com/calix-taps-jabil-as-part-of-42b-broadband-manufacturing-plan/,Somewhat-Bullish,0.298436,0.620247,Neutral,0.109625
20230921T143548,Expedia Group builds generative AI into multiple products in its “Fall Release”,PhocusWire,https://www.phocuswire.com/expedia-group-builds-generative-ai-into-multiple-new-products,Somewhat-Bullish,0.269915,0.74054,Somewhat-Bullish,0.222141
20230917T000000,"I Can't Stop Thinking About How Awkward Apple's 'Mother Nature' Ad Was, and I Finally Figured Out Why",Inc.com,https://www.inc.com/jason-aten/i-cant-stop-thinking-about-how-awkward-apples-mother-nature-ad-was-i-finally-figured-out-why.html,Somewhat-Bullish,0.212978,0.981473,Somewhat-Bullish,0.246183
20230915T143506,Equal Weight ETF EQL Hits Key Buy Signal,ETF Trends,https://www.etftrends.com/etf-building-blocks-channel/equal-weight-etf-eql-hits-key-buy-signal/,Neutral,0.034809,0.737337,Neutral,0.001
20230914T144000,Apple: Streamlining Sustainability For Every Buyer's Perfect Product,Forbes,https://www.forbes.com/sites/carolinamilanesi/2023/09/14/apple-streamlining-sustainability-for-every-buyers-perfect-product/,Bullish,0.463029,0.973627,Bullish,0.47957
20230914T121100,Arm climbs 25% in Nasdaq debut after pricing IPO at $51 a share,CNBC,https://www.cnbc.com/2023/09/14/arm-ipo-arm-starts-trading-on-the-nasdaq-in-win-for-softbank.html,Somewhat-Bullish,0.312028,0.616556,Somewhat-Bullish,0.222508
20230913T000000,"Arm, the Chip Designer, Raises $4.87 Billion in the Year’s Largest I.P.O. (Published 2023)",The New York Times,https://www.nytimes.com/2023/09/13/business/arm-ipo-pricing.html,Somewhat-Bullish,0.333214,0.589952,Somewhat-Bullish,0.199132
20230912T202400,"Apple unveils iPhone 15 Pro with titanium case, holds line on prices",Reuters,https://www.reuters.com/technology/apples-iphone-15-launch-clouded-by-china-problems-2023-09-12/,Neutral,0.033182,0.992245,Neutral,0.038871
20230912T130000,All else being equal: Making the case for equal-weight ETFs,Investment Executive,https://www.investmentexecutive.com/news/products/all-else-being-equal-making-the-case-for-equal-weight-etfs/,Neutral,0.12876,0.642085,Neutral,0.149431
20230912T000000,Apple unveils iPhone 15 Pro and iPhone 15 Pro Max,Apple,https://www.apple.com/newsroom/2023/09/apple-unveils-iphone-15-pro-and-iphone-15-pro-max/,Bullish,0.439973,0.979886,Bullish,0.419047
20230912T000000,Apple unveils its first carbon neutral products,Apple,https://www.apple.com/ng/newsroom/2023/09/apple-unveils-its-first-carbon-neutral-products/,Bullish,0.515954,0.979888,Bullish,0.515131
20230912T000000,Apple introduces the advanced new Apple Watch Series 9,Apple,https://www.apple.com/newsroom/2023/09/apple-introduces-the-advanced-new-apple-watch-series-9/,Bullish,0.617386,0.972734,Bullish,0.725127
20230911T183400,Qualcomm to supply Apple Inc with 5G chips until 2026 under new deal,Business Standard,https://www.business-standard.com/companies/news/qualcomm-to-supply-apple-inc-with-5g-chips-until-2026-under-new-deal-123091100900_1.html,Bullish,0.388663,0.922432,Somewhat-Bullish,0.309238
20230911T153002,"Qualcomm, Meta Platforms rise; J.M. Smucker, RTX fall, Monday, 9/11/2023",Quartz,https://qz.com/qualcomm-meta-platforms-rise-j-m-smucker-rtx-fall-1850825560,Neutral,0.077264,0.608328,Somewhat-Bullish,0.230524
20230911T073500,"Qualcomm will make Apple’s iPhone modems until 2026, and its stock surges",MarketWatch,https://www.marketwatch.com/story/qualcomm-will-make-apples-iphone-modems-until-2026-and-its-stock-is-surging-10bab629?gaa_at=eafs&gaa_n=AWEtsqdcJMsx2pOJz-j3_RJzzaZkro8Oo0buYZJ9raMsutY7Le7mBPSNqxa7&gaa_ts=69077c32&gaa_sig=ePWbtaKWRqbXBbdieADpztepV5omsrHyJD06dJlHoKVzef2-Suq331XRP-SOrubMD4gm0E8W4VSUbMmY-NHXMg%3D%3D,Somewhat-Bullish,0.344562,0.920107,Somewhat-Bullish,0.231676
20230910T171518,"History of Apple in Photos, From Steve Jobs Era to $3 Trillion",Business Insider,https://www.businessinsider.com/history-of-apple-in-photos-2015-8,Neutral,0.001,0.978879,Neutral,0.001
20230908T110000,"Everything Apple Plans to Show on Sept. 12: iPhone 15, Watches, AirPods",Bloomberg.com,https://www.bloomberg.com/news/articles/2023-09-08/apple-event-2023-iphone-15-pro-max-airpods-watch-series-9-products-to-expect,Somewhat-Bullish,0.34622,0.987426,Somewhat-Bullish,0.313311
20230907T200300,India's policy contradictions are making it harder for investors to crack its market,CNBC,https://www.cnbc.com/2023/09/08/india-investment-economy-g20.html,Somewhat-Bullish,0.180273,0.704064,Neutral,0.148408
20230905T000000,"Claim Construction – We Agree . . . Or Do We? – One-E-Way, Inc. v. Apple Inc.",Crowell & Moring LLP,https://www.crowell.com/en/insights/client-alerts/claim-construction-we-agree-or-do-we-one-e-way-inc-v-apple-inc,Neutral,0.001,0.970057,Neutral,0.001
20230830T152516,"The Fishbowl: Lydia Parker, Samsung Ads Europe",The Media Leader,https://uk.themedialeader.com/the-fishbowl-lydia-parker-samsung-ads-europe/,Somewhat-Bullish,0.15993,0.643348,Neutral,0.139697
20230830T000000,Apple announces next Impact Accelerator class for businesses advancing environmental innovation,Apple,https://www.apple.com/newsroom/2023/08/apple-announces-next-impact-accelerator-class-advancing-environmental-innovation/,Bullish,0.48866,0.978324,Bullish,0.457639
20230829T000000,"Apellis to lay off 25% of staff, trim research in major restructuring",BioPharma Dive,https://www.biopharmadive.com/news/apellis-layoffs-biotech-restructuring-syfovre/692104/,Neutral,0.146602,0.713293,Somewhat-Bullish,0.283828
20230828T182400,"Hedge fund exposure to 7 biggest tech stocks at record high, Goldman Sachs says",Reuters,https://www.reuters.com/business/finance/hedge-fund-exposure-7-biggest-tech-stocks-record-high-goldman-sachs-says-2023-08-28/,Bullish,0.415562,0.708229,Bullish,0.429414
20230827T093300,'Not just money and math': Young people are willing to sacrifice returns for ESG,CNBC,https://www.cnbc.com/2023/08/27/not-just-math-and-numbers-young-people-are-willing-to-sacrifice-returns-for-esg.html,Neutral,0.045003,0.618208,Somewhat-Bullish,0.305007
20230823T000000,The best ETFs for retirement income,MoneySense,https://www.moneysense.ca/columns/retired-money/best-etfs-for-retirement-income/,Somewhat-Bullish,0.215345,0.702927,Somewhat-Bullish,0.321479
20230823T000000,The best ETFs for retirement income,MoneySense,https://www.moneysense.ca/columns/retired-money/best-etfs-for-retirement-income/,Somewhat-Bullish,0.215345,0.702927,Somewhat-Bullish,0.321479
20230817T000000,Apple Card named Best Co-Branded Credit Card for Customer Satisfaction with No Annual Fee by J.D. Power,Apple,https://www.apple.com/newsroom/2023/08/apple-card-named-best-co-branded-credit-card-with-no-annual-fee-by-jd-power/,Bullish,0.590994,0.979533,Bullish,0.645315
20230815T073000,Dropbox review: Still the best at syncing and sharing,PCWorld,https://www.pcworld.com/article/2020875/dropbox-still-the-best-at-syncing-and-sharing.html,Neutral,0.081804,0.602161,Neutral,0.035648
20230808T000000,BlackRock Inc. Boosts Stake in Moelis & Co,Yahoo Finance,https://finance.yahoo.com/news/blackrock-inc-boosts-stake-moelis-190238146.html,Neutral,0.086205,0.597331,Neutral,0.034402
20230807T000000,Exploring two covered call strategies by Global X ETFs,ETF Stream,https://www.etfstream.com/articles/exploring-two-covered-call-strategies-by-global-x-etfs,Somewhat-Bullish,0.27295,0.615956,Somewhat-Bullish,0.345733
20230807T000000,"After Earnings, Is Berkshire Hathaway Stock a Buy, a Sell, or Fairly Valued?",Morningstar,https://www.morningstar.com/stocks/after-earnings-is-berkshire-hathaway-stock-buy-sell-or-fairly-valued,Neutral,0.101029,0.730191,Somewhat-Bullish,0.321224
20230804T062600,"Apple sees sales slump continuing, shares drop 2% despite beating sales expectations",Reuters,https://www.reuters.com/technology/apple-profit-tops-wall-street-targets-strong-services-counter-weaker-iphone-2023-08-03/,Neutral,0.001,0.97872,Neutral,0.001
20230801T115900,Best Augmented Reality & Virtual Reality Stocks In 2023: December List,Forbes,https://www.forbes.com/sites/investor-hub/2023/08/01/best-augmented-reality-and-virtual-reality-stocks-in-2023/,Somewhat-Bullish,0.290539,0.760386,Somewhat-Bullish,0.331218
20230801T000000,"Pixar, Apple and Nvidia are teaming up to promote a 3D file format that could help boost Apple's upcoming Vision Pro",The Business Journals,https://www.bizjournals.com/sanjose/news/2023/08/01/pixar-apple-nvidia-team-up-on-3d-file-format.html,Somewhat-Bullish,0.323255,0.981994,Bullish,0.448083
20230728T183600,Is QYLD ETF’s 11.3% Dividend a High-Yield Trap?,Nasdaq,https://www.nasdaq.com/articles/is-qyld-etfs-11.3-dividend-a-high-yield-trap,Neutral,0.115947,0.634313,Somewhat-Bullish,0.338565
20230725T090000,Introducing Norton Genie - Real-Time AI-powered Scam Detection at Your Fingertips,PR Newswire,https://www.prnewswire.com/news-releases/introducing-norton-genie--real-time-ai-powered-scam-detection-at-your-fingertips-301884503.html,Bullish,0.394262,0.737772,Somewhat-Bullish,0.346322
20230720T150612,How will the metaverse change our lives?,Lloyds Banking Group plc,https://www.lloydsbankinggroup.com/insights/how-will-the-metaverse-change-our-lives.html,Somewhat-Bullish,0.153818,0.706796,Neutral,0.109249
20230720T101000,Nasdaq Is Reducing the Influence of Giant Tech Firms in a Popular Stock Market Index,Money,https://money.com/nasdaq-100-rebalance-tech-stocks/,Somewhat-Bullish,0.182333,0.992752,Somewhat-Bullish,0.212482
20230719T000000,"Apple maintains its spot as the world’s most valuable brand, per Kantar BrandZ",Kantar,https://www.kantar.com/north-america/inspiration/brands/apple-maintains-its-spot-as-the-most-worlds-most-valuable-brand,Bullish,0.635231,0.977986,Bullish,0.61512
20230717T110100, A breakdown of the changes to the Nasdaq-100 and what it means for mega-cap tech stocks,CNBC,https://www.cnbc.com/2023/07/17/what-changes-to-nasdaq-100-mean-for-megacap-tech-stocks.html,Neutral,0.128067,0.668632,Neutral,0.148365
20230711T060200,Apple opens store on China's WeChat platform,Reuters,https://www.reuters.com/technology/apple-store-goes-live-wechat-mini-programme-2023-07-11/,Somewhat-Bullish,0.321906,0.96514,Somewhat-Bullish,0.33506
20230710T211200,Apple executives fight subpoenas in shareholders' lawsuit against Qualcomm,Reuters,https://www.reuters.com/legal/transactional/apple-executives-fight-subpoenas-shareholders-lawsuit-against-qualcomm-2023-07-10/,Neutral,0.090066,0.97326,Neutral,0.120607
20230710T060000,"If You Like JEPI, You’ll Love This ETF With an 11.9% Dividend Yield",Yahoo Finance,https://finance.yahoo.com/news/jepi-ll-love-etf-11-024800391.html,Somewhat-Bullish,0.312044,0.616019,Somewhat-Bullish,0.346623
20230706T151122,Kopin Corp is the Technology Seen Behind Smart AR Glasses,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/KOPN/pressreleases/18313072/kopin-corp-is-the-technology-seen-behind-smart-ar-glasses/,Somewhat-Bullish,0.181011,0.726839,Somewhat-Bullish,0.328122
20230705T090500,Apple loses London appeal in 4G patent dispute with Optis,Reuters,https://www.reuters.com/technology/apple-loses-london-appeal-4g-patent-dispute-with-optis-2023-07-04/,Neutral,0.001,0.977275,Neutral,0.001
20230630T152006,Oakmark Equity and Income Fund: Second Calendar Quarter 2023,Oakmark Funds,https://oakmark.com/news-insights/oakmark-equity-and-income-fund-second-calendar-quarter-2023/,Somewhat-Bullish,0.179355,0.787654,Neutral,0.140744
20230630T064100,Proposal for new Costco store in region takes a step forward,WSOC TV,https://www.wsoctv.com/news/local/proposal-new-costco-store-region-takes-step-forward/A2UFPFWZVVERFHZYVJBKGWH2DU/,Neutral,0.076932,0.606378,Neutral,0.001
20230630T000000,How Apple Became a $3 Trillion Company,WSJ,https://www.wsj.com/story/how-apple-became-a-3-trillion-company-457d457c?gaa_at=eafs&gaa_n=AWEtsqcQiLC0xqWhKNi2Xji5IJm-A0MUGBKCyFgFcm3h7x0dnet0kTI2Othc&gaa_ts=69076729&gaa_sig=62DfcaWtxYxx7CCmUpWXxMZVO2F3w_2NIqISz-HGqjwjJZkZj35PsAa8gPd90U0G5n1fQXtbWkkgxiawR0qe8w%3D%3D,Bullish,0.856403,0.972879,Bullish,0.865498
20230630T000000,"Apple, world's most valuable public company, is first to hit $3 trillion in market value",USA Today,https://www.usatoday.com/story/money/markets/2023/06/30/apple-3-trillion-valuation-first-public-company/70374526007/,Neutral,0.036965,0.304374,Neutral,0.041695
20230630T000000,Apple’s market value ends above $3 trillion for the first time,Al Jazeera,https://www.aljazeera.com/news/2023/6/30/apples-market-value-breaches-3-trillion-mark-for-second-time,Bullish,0.455141,0.986382,Bullish,0.898381
20230629T145121,Lenovo ‘overall winner’ of UK FRAND trial as InterDigital confirms appeal,JUVE Patent,https://www.juve-patent.com/cases/lenovo-overall-winner-of-uk-frand-trial-as-interdigital-confirms-appeal/,Neutral,0.001,0.614802,Neutral,0.095422
20230609T165900,"Apple, Amazon must face consumer lawsuit over iPhone, iPad prices, US judge rules",Reuters,https://www.reuters.com/legal/apple-amazon-must-face-consumer-lawsuit-over-iphone-ipad-prices-us-judge-2023-06-09/,Neutral,0.001,0.984656,Neutral,0.001
20230608T154631,Big Tech Is Outpacing Small-Caps Amid Market Rally,ETF Trends,https://www.etftrends.com/leveraged-inverse-channel/big-tech-outpacing-small-caps-amid-market-rally/,Bullish,0.428695,0.711063,Bullish,0.401115
20230605T000000,Introducing Apple Vision Pro: Apple’s first spatial computer,Apple,https://www.apple.com/newsroom/2023/06/introducing-apple-vision-pro/,Bullish,0.402038,0.974856,Bullish,0.866784
20230602T091900,Vimeo is tuning out its streaming TV apps,TechHive,https://www.techhive.com/article/1940321/vimeo-is-tuning-out-its-streaming-tv-apps.html,Neutral,0.045654,0.731787,Neutral,0.040698
20230601T154631,"Apple, Microsoft Boost the S&P 500 Amid Tech Comeback",ETF Trends,https://www.etftrends.com/leveraged-inverse-content-hub/apple-microsoft-boost-sp-500-amid-tech-sector-comeback/,Bullish,0.351454,0.730241,Somewhat-Bullish,0.309326
20230601T081500,Apple Bets On The Emerging Markets Growth Story,Forbes,https://www.forbes.com/sites/bethkindig/2023/06/01/apple-bets-on-the-emerging-markets-growth-story/,Somewhat-Bullish,0.180212,0.965039,Bullish,0.411691
20230531T000000,Everything you need to know about Salesforce’s Q1 2024 financial results,AlphaStreet,https://news.alphastreet.com/everything-you-need-to-know-about-salesforces-q1-2024-financial-results/,Neutral,0.127088,0.629487,Neutral,0.033228
20230523T154629,Examining the Importance of Dividend Growth,ETF Trends,https://www.etftrends.com/active-etf-channel/examining-the-importance-of-dividend-growth/,Bullish,0.462605,0.579076,Bullish,0.427275
20230522T144400,Steve Jobs: Apple Cofounder and Tech Innovator,Biography,https://www.biography.com/business-leaders/steve-jobs,Somewhat-Bullish,0.270884,0.964206,Bullish,0.711806
20230516T000000,"Apple previews Live Speech, Personal Voice, and more new accessibility features",Apple,https://www.apple.com/newsroom/2023/05/apple-previews-live-speech-personal-voice-and-more-new-accessibility-features/,Bullish,0.423552,0.982507,Bullish,0.406029
20230512T100000,Best Buy Announces New Membership Programs to Save You Money,Market Realist,https://marketrealist.com/consumer/best-buy-membership-program/,Somewhat-Bullish,0.207455,0.638009,Neutral,0.128915
20230506T230200,Buffett says Apple is Berkshire portfolio's best business,Reuters,https://www.reuters.com/markets/us/buffett-says-apple-is-berkshire-portfolios-best-business-2023-05-06/,Bullish,0.710083,0.978643,Bullish,0.741317
20230505T143200,"Apple stakes future growth on emerging markets, starting with India",Reuters,https://www.reuters.com/technology/apple-stakes-future-growth-emerging-markets-starting-with-india-2023-05-05/,Bullish,0.405188,0.985817,Bullish,0.421301
20230505T130000,Warren Buffett's Berkshire Hathaway has been a fortress stock during recessions and bear markets. Here's how,CNBC,https://www.cnbc.com/2023/05/05/warren-buffetts-berkshire-hathaway-has-been-a-fortress-stock-during-recessions-and-bear-markets-heres-how.html,Somewhat-Bullish,0.225174,0.727733,Somewhat-Bullish,0.32212
20230504T172800,Amkor Technology seeks to open Vietnam factory in fourth quarter,Theinvestor,https://theinvestor.vn/amkor-technology-seeks-to-open-vietnam-factory-in-fourth-quarter-d4786.html,Somewhat-Bullish,0.173883,0.592362,Neutral,0.129024
20230503T221600,Qualcomm outlook grim as smartphone sales stay weak,Reuters,https://www.reuters.com/technology/qualcomm-sees-dull-third-quarter-weak-chip-demand-smartphones-2023-05-03/,Neutral,0.001,0.746553,Neutral,0.001
20230502T000000,"If Expense Ratio Really Mattered, Most of These ETFs Would Dominate",ETF Trends,https://www.etftrends.com/financial-literacy-channel/if-expense-ratio-really-mattered-most-these-etfs-would-dominate/,Neutral,0.05314,0.713066,Neutral,0.128721
20230427T162000,Webull expands to Japan,PR Newswire,https://www.prnewswire.com/apac/news-releases/webull-expands-to-japan-301809403.html,Bullish,0.388138,0.647436,Somewhat-Bullish,0.321439
